user,counter,correct,recorded_result,mask_image,cb_type1,cb_type2,ncb,datetime,random_spread,pallet_used,pallet_values,ishihara_list,COLORS_ON,COLORS_OFF
5DfQxeyeWnI,45,1,D,D,0,0,2020-07-09 09:47:41.637779,10,Plates_18-21,"['#f7422a', '#f7682e', '#f87a58', '#f56031', '#e36f2f', '#f87a59', '#7e8149', '#a86d45', '#634330', '#806f56', '#375e42', '#af7648']","[(239, 63, 39), (252, 101, 39), (249, 130, 90), (238, 92, 53), (223, 105, 54), (241, 114, 86), (128, 130, 73), (164, 113, 66), (104, 57, 48), (128, 114, 88), (54, 103, 72), (165, 125, 78)]","[(239, 63, 39), (252, 101, 39), (249, 130, 90), (238, 92, 53), (223, 105, 54), (241, 114, 86)]","[(128, 130, 73), (164, 113, 66), (104, 57, 48), (128, 114, 88), (54, 103, 72), (165, 125, 78)]"
iMPUF1y_mOA,0,0,A,6,0,0,New User,10,,[],[],[],[]
iMPUF1y_mOA,1,0,A,C,0,1,New User,10,Plates_22-27P,"['#fe5b55', '#f95c50', '#9d4053', '#f55d52', '#9d4054', '#fe5b51', '#7d6b5f', '#23262d', '#4e4245', '#7e6c5c', '#827059', '#4e4240']","[(252, 100, 86), (253, 85, 76), (162, 54, 89), (250, 99, 79), (155, 55, 79), (245, 83, 79), (124, 114, 95), (43, 37, 42), (76, 69, 77), (134, 106, 92), (130, 112, 96), (85, 67, 60)]","[(252, 100, 86), (253, 85, 76), (162, 54, 89), (250, 99, 79), (155, 55, 79), (245, 83, 79)]","[(124, 114, 95), (43, 37, 42), (76, 69, 77), (134, 106, 92), (130, 112, 96), (85, 67, 60)]"
WUR6VW9aOmc,0,0,B,6,0,0,New User,10,,[],[],[],[]
3IaVx5DYhsM,0,0,U,6,0,0,New User,10,,[],[],[],[]
zJwbecU-5VU,0,0,3,6,0,0,New User,10,,[],[],[],[]
zJwbecU-5VU,1,0,U,C,0,0,2020-07-09 09:51:39.743841,10,Plates_30-31,"['#9eab5e', '#5c6746', '#546942', '#bdbe75', '#6a6f4e', '#9caf5d', '#f6d01e', '#f9654c', '#faa06d', '#d5412c', '#facc33', '#f87653']","[(153, 177, 102), (101, 110, 64), (74, 101, 61), (187, 184, 108), (114, 109, 74), (165, 182, 89), (240, 204, 37), (251, 104, 74), (241, 166, 115), (210, 65, 39), (240, 212, 53), (242, 127, 88)]","[(153, 177, 102), (101, 110, 64), (74, 101, 61), (187, 184, 108), (114, 109, 74), (165, 182, 89)]","[(240, 204, 37), (251, 104, 74), (241, 166, 115), (210, 65, 39), (240, 212, 53), (242, 127, 88)]"
KWdghm_Yrds,0,0,5,6,0,0,New User,10,,[],[],[],[]
6t992uwzkUo,0,0,U,6,0,0,New User,10,,[],[],[],[]
XCtX9eJGyn0,0,0,U,6,0,0,New User,10,,[],[],[],[]
RoDE9U1DuXU,0,0,U,6,0,0,New User,10,,[],[],[],[]
RoDE9U1DuXU,1,1,2,2,0,0,2020-07-09 09:54:54.144992,10,inverse_ring,"['#3a4c78', '#b27180', '#95507b', '#515267', '#314070', '#bd4f75', '#cb607f', '#B47E94', '#da567e', '#b55d7a', '#666177', '#54516f']","[(49, 72, 112), (178, 112, 125), (153, 79, 127), (71, 84, 94), (46, 63, 102), (186, 75, 121), (212, 103, 129), (177, 126, 140), (217, 91, 125), (172, 93, 115), (107, 93, 121), (90, 80, 117)]","[(49, 72, 112), (178, 112, 125), (153, 79, 127), (71, 84, 94), (46, 63, 102), (186, 75, 121)]","[(212, 103, 129), (177, 126, 140), (217, 91, 125), (172, 93, 115), (107, 93, 121), (90, 80, 117)]"
w8JRdsAnPkQ,0,0,A,6,0,0,New User,10,,[],[],[],[]
w8JRdsAnPkQ,1,1,1,1,0,0,2020-07-09 10:53:39.303938,10,Plates_30-31,"['#9eab5e', '#5c6746', '#546942', '#bdbe75', '#6a6f4e', '#9caf5d', '#f6d01e', '#f9654c', '#faa06d', '#d5412c', '#facc33', '#f87653']","[(155, 169, 92), (88, 112, 67), (88, 98, 70), (190, 181, 118), (97, 109, 78), (154, 177, 100), (242, 207, 20), (246, 108, 80), (251, 160, 100), (215, 71, 35), (253, 212, 48), (250, 125, 89)]","[(155, 169, 92), (88, 112, 67), (88, 98, 70), (190, 181, 118), (97, 109, 78), (154, 177, 100)]","[(242, 207, 20), (246, 108, 80), (251, 160, 100), (215, 71, 35), (253, 212, 48), (250, 125, 89)]"
w8JRdsAnPkQ,2,1,A,A,0,0,2020-07-09 10:53:57.680800,10,Plates_2-5,"['#ea996d', '#f87562', '#e9cfc5', '#f4542d', '#fd8c42', '#e9cfc6', '#c6a04d', '#555531', '#827746', '#898144', '#c5aa3b', '#555532']","[(240, 150, 102), (254, 115, 95), (234, 205, 189), (240, 75, 47), (250, 140, 59), (240, 210, 206), (203, 154, 80), (79, 91, 52), (123, 123, 72), (138, 130, 65), (200, 173, 55), (93, 77, 50)]","[(240, 150, 102), (254, 115, 95), (234, 205, 189), (240, 75, 47), (250, 140, 59), (240, 210, 206)]","[(203, 154, 80), (79, 91, 52), (123, 123, 72), (138, 130, 65), (200, 173, 55), (93, 77, 50)]"
w8JRdsAnPkQ,3,1,1,1,0,0,2020-07-09 10:54:09.805112,10,Plates_18-21,"['#f7422a', '#f7682e', '#f87a58', '#f56031', '#e36f2f', '#f87a59', '#7e8149', '#a86d45', '#634330', '#806f56', '#375e42', '#af7648']","[(239, 65, 37), (243, 108, 48), (249, 112, 83), (238, 105, 48), (230, 109, 44), (254, 131, 82), (129, 130, 69), (160, 115, 77), (97, 72, 41), (120, 110, 89), (51, 102, 56), (177, 120, 76)]","[(239, 65, 37), (243, 108, 48), (249, 112, 83), (238, 105, 48), (230, 109, 44), (254, 131, 82)]","[(129, 130, 69), (160, 115, 77), (97, 72, 41), (120, 110, 89), (51, 102, 56), (177, 120, 76)]"
QPYUbp5d-uE,0,0,5,6,0,0,New User,10,,[],[],[],[]
QPYUbp5d-uE,1,0,U,A,0,1,2020-07-09 10:54:43.303544,10,orn_grn,"['#a9a238', '#bdb641', '#9f9503', '#a9a238', '#bdb641', '#9f9503', '#79c075', '#11a102', '#50b255', '#79c075', '#11a102', '#50b255']","[(172, 163, 58), (191, 181, 55), (155, 148, 1), (168, 161, 60), (184, 191, 65), (154, 145, 3), (120, 201, 108), (21, 151, 11), (72, 183, 91), (127, 185, 117), (9, 167, 11), (74, 174, 76)]","[(172, 163, 58), (191, 181, 55), (155, 148, 1), (168, 161, 60), (184, 191, 65), (154, 145, 3)]","[(120, 201, 108), (21, 151, 11), (72, 183, 91), (127, 185, 117), (9, 167, 11), (74, 174, 76)]"
QPYUbp5d-uE,2,1,1,1,0,0,2020-07-09 10:55:00.757420,10,Plates_36-37,"['#fb6460', '#fb8a76', '#ef5e47', '#fa8757', '#fd7340', '#f96a52', '#716e29', '#4d493c', '#ab9b4e', '#706c44', '#455941', '#405030']","[(252, 109, 103), (251, 135, 127), (244, 98, 77), (251, 138, 87), (245, 112, 72), (250, 112, 76), (112, 100, 33), (80, 71, 68), (164, 156, 80), (121, 104, 64), (70, 98, 59), (62, 76, 53)]","[(252, 109, 103), (251, 135, 127), (244, 98, 77), (251, 138, 87), (245, 112, 72), (250, 112, 76)]","[(112, 100, 33), (80, 71, 68), (164, 156, 80), (121, 104, 64), (70, 98, 59), (62, 76, 53)]"
ez-_VUAv06w,0,0,A,6,0,0,New User,10,,[],[],[],[]
ez-_VUAv06w,1,1,1,1,0,0,2020-07-09 12:05:58.572432,10,Plates_10-13,"['#bc5325', '#f5a957', '#e87941', '#ff793b', '#c74e25', '#f9703b', '#f4d66f', '#bcb778', '#796b3b', '#b39e47', '#5c7579', '#796b3b']","[(195, 90, 35), (249, 163, 77), (223, 129, 65), (249, 126, 63), (193, 80, 39), (248, 118, 63), (249, 209, 117), (183, 179, 123), (116, 102, 63), (185, 155, 63), (95, 114, 111), (130, 112, 55)]","[(195, 90, 35), (249, 163, 77), (223, 129, 65), (249, 126, 63), (193, 80, 39), (248, 118, 63)]","[(249, 209, 117), (183, 179, 123), (116, 102, 63), (185, 155, 63), (95, 114, 111), (130, 112, 55)]"
ez-_VUAv06w,2,1,2,2,0,0,2020-07-09 12:06:12.650256,10,Plates_18-21,"['#f7422a', '#f7682e', '#f87a58', '#f56031', '#e36f2f', '#f87a59', '#7e8149', '#a86d45', '#634330', '#806f56', '#375e42', '#af7648']","[(239, 71, 40), (253, 102, 42), (251, 127, 89), (238, 99, 56), (219, 115, 51), (238, 123, 93), (116, 136, 67), (171, 110, 76), (92, 69, 45), (119, 111, 80), (52, 99, 72), (174, 125, 76)]","[(239, 71, 40), (253, 102, 42), (251, 127, 89), (238, 99, 56), (219, 115, 51), (238, 123, 93)]","[(116, 136, 67), (171, 110, 76), (92, 69, 45), (119, 111, 80), (52, 99, 72), (174, 125, 76)]"
ez-_VUAv06w,3,0,U,D,0,0,2020-07-09 12:06:26.577081,10,Plates_14-17,"['#a3ae5e', '#4c5b35', '#91ae46', '#616a3b', '#a0b164', '#a5ae5f', '#ee5149', '#f39935', '#fad600', '#fb9a5e', '#f3d92d', '#eb952e']","[(162, 178, 92), (78, 92, 57), (151, 170, 78), (92, 100, 68), (154, 178, 109), (164, 177, 89), (247, 85, 77), (244, 146, 61), (250, 215, 6), (245, 145, 101), (247, 208, 54), (227, 153, 41)]","[(162, 178, 92), (78, 92, 57), (151, 170, 78), (92, 100, 68), (154, 178, 109), (164, 177, 89)]","[(247, 85, 77), (244, 146, 61), (250, 215, 6), (245, 145, 101), (247, 208, 54), (227, 153, 41)]"
jqjYP-ANDK8,0,0,U,6,0,0,New User,10,,[],[],[],[]
jqjYP-ANDK8,1,1,C,C,0,0,2020-07-09 12:13:03.904418,10,camo2,"['#fb6a4a', '#de2d27', '#fb6a4a', '#de2d27', '#fb6a4a', '#de2d27', '#906d18', '#c98d42', '#906d18', '#c98d42', '#906d18', '#c98d42']","[(243, 103, 79), (224, 39, 34), (242, 109, 80), (226, 54, 34), (254, 112, 76), (223, 52, 38), (134, 106, 24), (203, 145, 74), (135, 103, 18), (192, 137, 56), (153, 112, 19), (193, 141, 68)]","[(243, 103, 79), (224, 39, 34), (242, 109, 80), (226, 54, 34), (254, 112, 76), (223, 52, 38)]","[(134, 106, 24), (203, 145, 74), (135, 103, 18), (192, 137, 56), (153, 112, 19), (193, 141, 68)]"
jqjYP-ANDK8,2,0,U,3,0,0,2020-07-09 12:14:00.581243,10,camo2,"['#fb6a4a', '#de2d27', '#fb6a4a', '#de2d27', '#fb6a4a', '#de2d27', '#906d18', '#c98d42', '#906d18', '#c98d42', '#906d18', '#c98d42']","[(250, 100, 74), (226, 50, 42), (244, 110, 83), (219, 51, 43), (247, 104, 81), (219, 43, 39), (139, 112, 20), (208, 136, 60), (139, 100, 33), (192, 139, 62), (136, 100, 21), (200, 137, 68)]","[(250, 100, 74), (226, 50, 42), (244, 110, 83), (219, 51, 43), (247, 104, 81), (219, 43, 39)]","[(139, 112, 20), (208, 136, 60), (139, 100, 33), (192, 139, 62), (136, 100, 21), (200, 137, 68)]"
jqjYP-ANDK8,3,1,A,A,1,0,2020-07-09 12:14:14.028387,10,greys,"['#f2bbce', '#a43b67', '#ce7997', '#f2bbce', '#a43b67', '#ce7997', '#969696', '#dddddd', '#636363', '#969696', '#cccccc', '#636363']","[(232, 187, 199), (154, 58, 101), (213, 116, 143), (243, 194, 209), (169, 68, 103), (209, 130, 141), (154, 152, 157), (216, 230, 214), (95, 100, 94), (151, 148, 149), (206, 204, 206), (108, 96, 92)]","[(232, 187, 199), (154, 58, 101), (213, 116, 143), (243, 194, 209), (169, 68, 103), (209, 130, 141)]","[(154, 152, 157), (216, 230, 214), (95, 100, 94), (151, 148, 149), (206, 204, 206), (108, 96, 92)]"
jqjYP-ANDK8,4,1,C,C,0,0,2020-07-09 12:18:22.722116,10,Plates_36-37,"['#fb6460', '#fb8a76', '#ef5e47', '#fa8757', '#fd7340', '#f96a52', '#716e29', '#4d493c', '#ab9b4e', '#706c44', '#455941', '#405030']","[(241, 91, 94), (245, 145, 125), (241, 100, 74), (240, 135, 93), (243, 114, 59), (254, 105, 78), (120, 100, 48), (67, 82, 60), (175, 161, 71), (109, 116, 71), (64, 95, 61), (67, 82, 46)]","[(241, 91, 94), (245, 145, 125), (241, 100, 74), (240, 135, 93), (243, 114, 59), (254, 105, 78)]","[(120, 100, 48), (67, 82, 60), (175, 161, 71), (109, 116, 71), (64, 95, 61), (67, 82, 46)]"
jqjYP-ANDK8,5,1,A,A,0,1,2020-07-09 12:18:34.714781,10,Plates_22-27P,"['#fe5b55', '#f95c50', '#9d4053', '#f55d52', '#722F3F', '#fe5b51', '#7d6b5f', '#23262d', '#4e4245', '#856C55', '#827059', '#705F5C']","[(244, 82, 76), (251, 94, 70), (162, 57, 87), (244, 102, 86), (118, 43, 62), (251, 86, 81), (118, 110, 92), (32, 42, 49), (73, 73, 60), (127, 102, 94), (130, 118, 80), (118, 97, 89)]","[(244, 82, 76), (251, 94, 70), (162, 57, 87), (244, 102, 86), (118, 43, 62), (251, 86, 81)]","[(118, 110, 92), (32, 42, 49), (73, 73, 60), (127, 102, 94), (130, 118, 80), (118, 97, 89)]"
jqjYP-ANDK8,6,1,N,N,0,0,2020-07-09 12:20:27.735205,10,Plates_32-33,"['#f98f4f', '#dc522e', '#f2693c', '#eea055', '#ff6839', '#eea050', '#6f6a22', '#d0bd5a', '#8b8134', '#6b8382', '#6c7f82', '#d6b04a']","[(248, 149, 87), (229, 79, 39), (244, 105, 55), (230, 169, 88), (252, 112, 61), (230, 152, 79), (109, 104, 33), (201, 181, 85), (130, 123, 51), (113, 137, 130), (112, 126, 137), (207, 171, 78)]","[(248, 149, 87), (229, 79, 39), (244, 105, 55), (230, 169, 88), (252, 112, 61), (230, 152, 79)]","[(109, 104, 33), (201, 181, 85), (130, 123, 51), (113, 137, 130), (112, 126, 137), (207, 171, 78)]"
jqjYP-ANDK8,7,1,3,3,0,0,2020-07-09 12:20:41.914233,10,Plates_2-5,"['#ea996d', '#f87562', '#e9cfc5', '#f4542d', '#fd8c42', '#f87570', '#c6a04d', '#555531', '#827746', '#898144', '#c5aa3b', '#dddddd']","[(235, 148, 109), (252, 119, 105), (238, 198, 196), (240, 79, 48), (247, 137, 71), (239, 111, 114), (194, 154, 72), (78, 93, 51), (123, 112, 77), (127, 138, 63), (192, 169, 68), (222, 221, 228)]","[(235, 148, 109), (252, 119, 105), (238, 198, 196), (240, 79, 48), (247, 137, 71), (239, 111, 114)]","[(194, 154, 72), (78, 93, 51), (123, 112, 77), (127, 138, 63), (192, 169, 68), (222, 221, 228)]"
jqjYP-ANDK8,8,1,3,3,0,0,2020-07-09 12:20:56.275493,10,bluey,"['#3282be', '#08529c', '#3282be', '#08529c', '#3282be', '#08529c', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf', '#762DA3', '#9a5bbf']","[(58, 128, 186), (14, 90, 163), (55, 123, 196), (14, 83, 148), (52, 137, 180), (6, 74, 154), (106, 37, 149), (157, 85, 190), (114, 27, 155), (150, 100, 200), (115, 45, 153), (153, 100, 192)]","[(58, 128, 186), (14, 90, 163), (55, 123, 196), (14, 83, 148), (52, 137, 180), (6, 74, 154)]","[(106, 37, 149), (157, 85, 190), (114, 27, 155), (150, 100, 200), (115, 45, 153), (153, 100, 192)]"
jqjYP-ANDK8,9,1,1,1,0,0,2020-07-09 12:21:09.009161,10,Plates_14-17,"['#a3ae5e', '#4c5b35', '#91ae46', '#616a3b', '#a0b164', '#a5ae5f', '#ee5149', '#f39935', '#fad600', '#fb9a5e', '#f3d92d', '#eb952e']","[(158, 181, 86), (85, 92, 47), (146, 165, 68), (96, 103, 61), (167, 174, 90), (158, 167, 101), (228, 79, 75), (247, 153, 46), (254, 211, 5), (243, 145, 92), (233, 213, 54), (242, 151, 42)]","[(158, 181, 86), (85, 92, 47), (146, 165, 68), (96, 103, 61), (167, 174, 90), (158, 167, 101)]","[(228, 79, 75), (247, 153, 46), (254, 211, 5), (243, 145, 92), (233, 213, 54), (242, 151, 42)]"
jqjYP-ANDK8,10,1,A,A,0,0,2020-07-09 12:21:24.031264,10,Plates_6-9,"['#7d8762', '#bcc967', '#69603a', '#baa955', '#ad9556', '#bcc966', '#d65153', '#fc8b67', '#fe9466', '#e85a41', '#f0b55e', '#fe733e']","[(123, 142, 92), (182, 198, 95), (111, 86, 64), (178, 169, 86), (182, 158, 76), (181, 202, 98), (209, 87, 89), (243, 130, 99), (245, 155, 96), (235, 92, 74), (242, 175, 98), (251, 119, 66)]","[(123, 142, 92), (182, 198, 95), (111, 86, 64), (178, 169, 86), (182, 158, 76), (181, 202, 98)]","[(209, 87, 89), (243, 130, 99), (245, 155, 96), (235, 92, 74), (242, 175, 98), (251, 119, 66)]"
jqjYP-ANDK8,11,1,A,A,0,0,2020-07-09 12:21:38.485547,10,Plates_18-21,"['#f7422a', '#f7682e', '#f87a58', '#f56031', '#e36f2f', '#f87a59', '#7e8149', '#a86d45', '#634330', '#806f56', '#375e42', '#af7648']","[(250, 64, 33), (253, 95, 50), (239, 118, 90), (254, 91, 41), (228, 103, 56), (246, 121, 93), (124, 123, 66), (170, 109, 70), (98, 59, 46), (130, 119, 77), (54, 88, 58), (167, 119, 69)]","[(250, 64, 33), (253, 95, 50), (239, 118, 90), (254, 91, 41), (228, 103, 56), (246, 121, 93)]","[(124, 123, 66), (170, 109, 70), (98, 59, 46), (130, 119, 77), (54, 88, 58), (167, 119, 69)]"
jqjYP-ANDK8,12,1,4,4,0,0,2020-07-09 12:21:59.747225,10,Plates_2-5,"['#ea996d', '#f87562', '#e9cfc5', '#f4542d', '#fd8c42', '#f87570', '#c6a04d', '#555531', '#827746', '#898144', '#c5aa3b', '#dddddd']","[(227, 144, 108), (253, 110, 88), (237, 207, 191), (242, 85, 40), (247, 136, 68), (254, 120, 103), (197, 156, 79), (89, 85, 54), (130, 125, 71), (134, 128, 63), (192, 167, 65), (219, 212, 214)]","[(227, 144, 108), (253, 110, 88), (237, 207, 191), (242, 85, 40), (247, 136, 68), (254, 120, 103)]","[(197, 156, 79), (89, 85, 54), (130, 125, 71), (134, 128, 63), (192, 167, 65), (219, 212, 214)]"
jqjYP-ANDK8,13,1,1,1,1,0,2020-07-09 12:22:17.868874,10,greys,"['#f2bbce', '#a43b67', '#ce7997', '#f2bbce', '#a43b67', '#ce7997', '#969696', '#dddddd', '#636363', '#969696', '#cccccc', '#636363']","[(242, 192, 211), (157, 50, 111), (199, 114, 154), (234, 190, 196), (157, 53, 95), (206, 112, 146), (148, 151, 154), (217, 211, 224), (97, 105, 90), (156, 154, 152), (209, 194, 196), (104, 102, 96)]","[(242, 192, 211), (157, 50, 111), (199, 114, 154), (234, 190, 196), (157, 53, 95), (206, 112, 146)]","[(148, 151, 154), (217, 211, 224), (97, 105, 90), (156, 154, 152), (209, 194, 196), (104, 102, 96)]"
jqjYP-ANDK8,14,1,D,D,0,0,2020-07-09 12:22:35.986509,10,Plates_30-31,"['#9eab5e', '#5c6746', '#f6d01e', '#bdbe75', '#6a6f4e', '#9caf5d', '#f6d01e', '#f9654c', '#faa06d', '#d5412c', '#facc33', '#f87653']","[(152, 166, 87), (98, 110, 68), (252, 211, 35), (192, 185, 122), (105, 103, 74), (151, 182, 85), (254, 209, 20), (253, 95, 84), (243, 151, 115), (215, 68, 44), (246, 210, 56), (240, 110, 74)]","[(152, 166, 87), (98, 110, 68), (252, 211, 35), (192, 185, 122), (105, 103, 74), (151, 182, 85)]","[(254, 209, 20), (253, 95, 84), (243, 151, 115), (215, 68, 44), (246, 210, 56), (240, 110, 74)]"
jqjYP-ANDK8,15,0,U,A,0,0,2020-07-09 12:22:35.986509,10,Plates_34-35,"['#a6ad62', '#576f54', '#999d62', '#69653e', '#bfaf5f', '#a38f4f', '#fac243', '#d95415', '#ff814f', '#fdb654', '#b44747', '#bd7270']","[(157, 179, 90), (78, 112, 93), (145, 163, 99), (104, 97, 53), (192, 174, 88), (166, 139, 71), (254, 195, 60), (215, 90, 25), (250, 125, 74), (251, 177, 86), (182, 71, 66), (186, 111, 118)]","[(157, 179, 90), (78, 112, 93), (145, 163, 99), (104, 97, 53), (192, 174, 88), (166, 139, 71)]","[(254, 195, 60), (215, 90, 25), (250, 125, 74), (251, 177, 86), (182, 71, 66), (186, 111, 118)]"
jqjYP-ANDK8,16,1,D,D,1,0,2020-07-09 12:23:15.598602,10,greys,"['#f2bbce', '#a43b67', '#ce7997', '#f2bbce', '#a43b67', '#ce7997', '#969696', '#dddddd', '#636363', '#969696', '#cccccc', '#636363']","[(250, 181, 210), (168, 68, 112), (200, 112, 156), (246, 184, 201), (160, 60, 112), (205, 125, 156), (149, 142, 147), (223, 212, 214), (94, 94, 90), (154, 149, 158), (199, 206, 195), (89, 100, 104)]","[(250, 181, 210), (168, 68, 112), (200, 112, 156), (246, 184, 201), (160, 60, 112), (205, 125, 156)]","[(149, 142, 147), (223, 212, 214), (94, 94, 90), (154, 149, 158), (199, 206, 195), (89, 100, 104)]"
jqjYP-ANDK8,17,0,U,B,0,0,2020-07-09 12:23:40.365765,10,bluey,"['#3282be', '#08529c', '#3282be', '#08529c', '#3282be', '#08529c', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf', '#762DA3', '#9a5bbf']","[(46, 139, 183), (12, 91, 149), (50, 129, 187), (5, 89, 156), (42, 136, 181), (9, 91, 163), (115, 41, 168), (155, 100, 181), (105, 39, 166), (158, 95, 200), (117, 53, 158), (150, 94, 189)]","[(46, 139, 183), (12, 91, 149), (50, 129, 187), (5, 89, 156), (42, 136, 181), (9, 91, 163)]","[(115, 41, 168), (155, 100, 181), (105, 39, 166), (158, 95, 200), (117, 53, 158), (150, 94, 189)]"
fTY77YfwNY8,0,0,B,6,0,0,New User,10,,[],[],[],[]
JbO0PNGKLs0,0,0,B,6,0,0,New User,10,,[],[],[],[]
JbO0PNGKLs0,1,0,B,6,0,0,New User,10,,[],[],[],[]
YtvsCQUigPA,0,0,B,6,0,0,New User,10,,[],[],[],[]
YtvsCQUigPA,1,0,U,5,0,0,2020-07-09 12:27:21.143569,10,Plates_2-5,"['#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C']","[(250, 154, 76), (252, 145, 79), (252, 137, 79), (249, 141, 75), (254, 137, 80), (253, 146, 87), (158, 162, 152), (163, 147, 156), (146, 157, 153), (151, 146, 158), (149, 148, 160), (150, 147, 156)]","[(250, 154, 76), (252, 145, 79), (252, 137, 79), (249, 141, 75), (254, 137, 80), (253, 146, 87)]","[(158, 162, 152), (163, 147, 156), (146, 157, 153), (151, 146, 158), (149, 148, 160), (150, 147, 156)]"
YtvsCQUigPA,2,0,U,1,0,0,2020-07-09 12:27:28.980884,10,Plates_2-5,"['#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C']","[(248, 156, 69), (253, 147, 69), (254, 153, 86), (254, 147, 74), (245, 153, 78), (245, 155, 81), (153, 163, 162), (146, 162, 159), (146, 147, 154), (157, 146, 157), (158, 151, 162), (158, 160, 147)]","[(248, 156, 69), (253, 147, 69), (254, 153, 86), (254, 147, 74), (245, 153, 78), (245, 155, 81)]","[(153, 163, 162), (146, 162, 159), (146, 147, 154), (157, 146, 157), (158, 151, 162), (158, 160, 147)]"
YtvsCQUigPA,3,0,U,5,0,0,2020-07-09 12:27:41.330248,10,Plates_2-5,"['#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C']","[(252, 154, 75), (247, 145, 85), (250, 138, 88), (252, 139, 83), (252, 149, 75), (250, 144, 77), (153, 151, 146), (158, 156, 158), (150, 155, 165), (160, 150, 164), (150, 155, 165), (160, 149, 164)]","[(252, 154, 75), (247, 145, 85), (250, 138, 88), (252, 139, 83), (252, 149, 75), (250, 144, 77)]","[(153, 151, 146), (158, 156, 158), (150, 155, 165), (160, 150, 164), (150, 155, 165), (160, 149, 164)]"
-c66Sv7TliU,0,0,U,6,0,0,New User,10,,[],[],[],[]
-c66Sv7TliU,1,0,U,E,0,0,2020-07-09 12:28:05.952198,10,Plates_2-5,"['#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C']","[(253, 144, 75), (247, 143, 77), (246, 150, 75), (252, 137, 84), (251, 154, 73), (250, 154, 77), (148, 148, 156), (146, 155, 150), (165, 152, 147), (149, 149, 157), (163, 165, 148), (159, 152, 162)]","[(253, 144, 75), (247, 143, 77), (246, 150, 75), (252, 137, 84), (251, 154, 73), (250, 154, 77)]","[(148, 148, 156), (146, 155, 150), (165, 152, 147), (149, 149, 157), (163, 165, 148), (159, 152, 162)]"
-c66Sv7TliU,2,0,U,5,0,0,2020-07-09 12:28:10.942481,10,Plates_2-5,"['#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C']","[(249, 137, 76), (250, 150, 72), (249, 153, 80), (250, 146, 70), (245, 149, 82), (246, 144, 70), (150, 149, 152), (154, 153, 146), (157, 150, 163), (160, 147, 165), (159, 155, 163), (149, 148, 154)]","[(249, 137, 76), (250, 150, 72), (249, 153, 80), (250, 146, 70), (245, 149, 82), (246, 144, 70)]","[(150, 149, 152), (154, 153, 146), (157, 150, 163), (160, 147, 165), (159, 155, 163), (149, 148, 154)]"
-c66Sv7TliU,3,0,U,3,0,0,2020-07-09 12:28:28.224149,10,Plates_2-5,"['#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C']","[(253, 150, 85), (250, 143, 87), (250, 144, 70), (250, 156, 82), (254, 156, 88), (254, 137, 86), (152, 161, 157), (148, 153, 162), (153, 154, 146), (147, 154, 160), (158, 163, 155), (161, 152, 164)]","[(253, 150, 85), (250, 143, 87), (250, 144, 70), (250, 156, 82), (254, 156, 88), (254, 137, 86)]","[(152, 161, 157), (148, 153, 162), (153, 154, 146), (147, 154, 160), (158, 163, 155), (161, 152, 164)]"
-c66Sv7TliU,4,0,U,A,0,0,2020-07-09 12:32:16.628378,10,Plates_2-5,"['#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#FF934F', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C', '#9C9C9C']","[(253, 151, 76), (250, 152, 86), (249, 140, 80), (248, 148, 70), (252, 147, 81), (248, 142, 83), (159, 150, 162), (163, 146, 154), (160, 157, 165), (153, 158, 161), (150, 154, 152), (157, 153, 148)]","[(253, 151, 76), (250, 152, 86), (249, 140, 80), (248, 148, 70), (252, 147, 81), (248, 142, 83)]","[(159, 150, 162), (163, 146, 154), (160, 157, 165), (153, 158, 161), (150, 154, 152), (157, 153, 148)]"
